by,O
the,O
severe,O
acute,O
respiratory,O
"
",O
syndrome,O
coronavirus,O
2,O
(,O
SARSCoV2,B-Virus_SARS-CoV-2
),O
.,O
Epidemiological,O
and,O
clinical,O
characteristics,O
"
",O
of,O
patients,O
with,O
COVID19,B-Disease_COVID-19
have,O
been,O
reported,O
but,O
risk,O
factors,O
for,O
mortality,O
and,O
a,O
"
",O
detailed,O
clinical,O
course,O
of,O
illness,O
",",O
including,O
viral,O
shedding,O
",",O
have,O
not,O
been,O
well,O
"
",O
described,O
.,O
"
",O
METHODS,O
:,O
In,O
this,O
retrospective,O
",",O
multicentre,O
cohort,O
study,O
",",O
we,O
included,O
all,O
adult,O
"
",O
inpatients,O
(,O
â‰¥18,O
years,O
old,O
),O
with,O
laboratoryconfirmed,O
COVID19,B-Disease_COVID-19
from,O
Jinyintan,O
"
",O
Hospital,O
and,O
Wuhan,O
Pulmonary,O
Hospital,O
(,O
Wuhan,O
",",O
China,O
),O
who,O
had,O
been,O
discharged,O
or,O
"
",O
had,O
died,O
by,O
Jan,O
31,O
",",O
2020,O
.,O
Demographic,O
",",O
clinical,O
",",O
treatment,O
",",O
and,O
laboratory,O
data,O
",",O
"
",O
including,O
serial,O
samples,O
for,O
viral,O
RNA,O
detection,O
",",O
were,O
extracted,O
from,O
electronic,O
"
",O
medical,O
records,O
and,O
compared,O
between,O
survivors,O
and,O
nonsurvivors,O
.,O
We,O
used,O
"
",O
univariable,O
and,O
multivariable,O
logistic,O
regression,O
methods,O
to,O
explore,O
the,O
risk,O
"
",O
factors,O
associated,O
with,O
inhospital,O
death,O
.,O
"
",O
FINDINGS,O
:,O
191,O
patients,O
(,O
135,O
from,O
Jinyintan,O
Hospital,O
and,O
56,O
from,O
Wuhan,O
Pulmonary,O
"
",O
Hospital,O
),O
were,O
included,O
in,O
this,O
study,O
",",O
of,O
whom,O
137,O
were,O
discharged,O
and,O
54,O
died,O
in,O
"
",O
hospital,O
.,O
91,O
(,O
48,O
%,O
),O
patients,O
had,O
a,O
comorbidity,O
",",O
with,O
hypertension,O
being,O
the,O
most,O
"
",O
common,O
(,O
58,O
[,O
30,O
%,O
],O
patients,O
),O
",",O
followed,O
by,O
diabetes,O
(,O
36,O
[,O
19,O
%,O
],O
patients,O
),O
and,O
coronary,O
"
",O
heart,O
disease,O
(,O
15,O
[,O
8,O
%,O
],O
patients,O
),O
.,O
Multivariable,O
regression,O
showed,O
increasing,O
odds,O
"
",O
of,O
inhospital,O
death,O
associated,O
with,O
older,O
age,O
(,O
odds,O
ratio,O
1Â·10,O
",",O
95,O
%,O
CI,O
"
",O
1Â·031Â·17,O
",",O
per,O
year,O
increase,O
;,O
p=0Â·0043,O
),O
",",O
higher,O
Sequential,O
Organ,O
Failure,O
"
",O
Assessment,O
(,O
SOFA,O
),O
score,O
(,O
5Â·65,O
",",O
2Â·6112Â·23,O
;,O
p<0Â·0001,O
),O
",",O
and,O
ddimer,O
greater,O
than,O
1,O
"
",O
Î¼g,O
L,O
(,O
18Â·42,O
",",O
2Â·64128Â·55,O
;,O
p=0Â·0033,O
),O
on,O
admission,O
.,O
Median,O
duration,O
of,O
viral,O
"
",O
shedding,O
was,O
20Â·0,O
days,O
(,O
IQR,O
17Â·024Â·0,O
),O
in,O
survivors,O
",",O
but,O
SARSCoV2,B-Virus_SARS-CoV-2
was,O
"
",O
detectable,O
until,O
death,O
in,O
nonsurvivors,O
.,O
The,O
longest,O
observed,O
duration,O
of,O
viral,O
"
",O
shedding,O
in,O
survivors,O
was,O
37,O
days,O
.,O
"
",O
INTERPRETATION,O
:,O
The,O
potential,O
risk,O
factors,O
of,O
older,O
age,O
",",O
high,O
SOFA,O
score,O
",",O
and,O
"
",O
ddimer,O
greater,O
than,O
1,O
Î¼g,O
L,O
could,O
help,O
clinicians,O
to,O
identify,O
patients,O
with,O
poor,O
"
",O
prognosis,O
at,O
an,O
early,O
stage,O
.,O
Prolonged,O
viral,O
shedding,O
provides,O
the,O
rationale,O
for,O
"
",O
a,O
strategy,O
of,O
isolation,O
of,O
infected,O
patients,O
and,O
optimal,O
antiviral,O
interventions,O
"
",O
in,O
the,O
future,O
.,O
"
",O
FUNDING,O
:,O
Chinese,O
Academy,O
of,O
Medical,O
Sciences,O
Innovation,O
Fund,O
for,O
Medical,O
"
",O
Sciences,O
;,O
National,O
Science,O
Grant,O
for,O
Distinguished,O
Young,O
Scholars,O
;,O
National,O
Key,O
"
",O
Research,O
and,O
Development,O
Program,O
of,O
China,O
;,O
The,O
Beijing,O
Science,O
and,O
Technology,O
"
",O
Project,O
;,O
and,O
Major,O
Projects,O
of,O
National,O
Science,O
and,O
Technology,O
on,O
New,O
Drug,O
"
",O
Creation,O
and,O
Development,O
.,O
"

",O
Copyright,O
Â©,O
2020,O
Elsevier,O
Ltd.,O
All,O
rights,O
reserved,O
.,O
"

",O
DOI,O
:,O
10.1016,O
S01406736(20)305663,O
"
",O
PMID,O
:,O
32171076,O
"


",O
2,O
.,O
Lancet,O
.,O
2020,O
Mar,O
11,O
.,O
pii,O
:,O
S01406736(20)306000,O
.,O
doi,O
:,O
"
",O
10.1016,O
S01406736(20)306000,O
.,O
[,O
Epub,O
ahead,O
of,O
print,O
],O
"

",O
COVID19,B-Disease_COVID-19
:,O
the,O
medium,O
is,O
the,O
message,O
.,O
"

",O
Garrett,O
L.,O
"

",O
DOI,O
:,O
10.1016,O
S01406736(20)306000,O
"
",O
PMID,O
:,O
32171075,O
"


",O
3,O
.,O
Lancet,O
.,O
2020,O
Mar,O
11,O
.,O
pii,O
:,O
S01406736(20)305584,O
.,O
doi,O
:,O
"
",O
10.1016,O
S01406736(20)305584,O
.,O
[,O
Epub,O
ahead,O
of,O
print,O
],O
"

",O
Comorbidities,O
and,O
multiorgan,O
injuries,O
in,O
the,O
treatment,O
of,O
COVID19,B-Disease_COVID-19
.,O
"

",O
Wang,O
T(1,O
),O
",",O
Du,O
Z(1,O
),O
",",O
Zhu,O
F(1,O
),O
",",O
Cao,O
Z(1,O
),O
",",O
An,O
Y(1,O
),O
",",O
Gao,O
Y(1,O
),O
",",O
Jiang,O
B(2,O
),O
.,O
"

",O
Author,O
information,O
:,O
"
",O
(1)Peking,O
University,O
People,O
's,O
Hospital,O
",",O
Beijing,O
100044,O
",",O
China,O
.,O
"
",O
(2)Peking,O
University,O
People,O
's,O
Hospital,O
",",O
Beijing,O
100044,O
",",O
China,O
.,O
Electronic,O
"
",O
address,O
:,O
jiangbaoguo@vip.163.com,O
.,O
"

",O
DOI,O
:,O
10.1016,O
S01406736(20)305584,O
"
",O
PMID,O
:,O
32171074,O
"


",O
4,O
.,O
Lancet,O
Respir,O
Med,O
.,O
2020,O
Mar,O
11,O
.,O
pii,O
:,O
S22132600(20)30117X,O
.,O
doi,O
:,O
"
",O
10.1016,O
S22132600(20)30117X,O
.,O
[,O
Epub,O
ahead,O
of,O
print,O
],O
"

",O
Sex,O
difference,O
and,O
smoking,O
predisposition,O
in,O
patients,O
with,O
COVID19,B-Disease_COVID-19
.,O
"

",O
Cai,O
H(1,O
),O
.,O
"

",O
Author,O
information,O
:,O
"
",O
(1)Department,O
of,O
Anesthesiology,O
and,O
Molecular,O
Medicine,O
",",O
Department,O
of,O
Medicine,O
",",O
"
",O
University,O
of,O
California,O
Los,O
Angeles,O
",",O
Los,O
Angeles,O
",",O
CA,O
90095,O
",",O
USA,O
.,O
Electronic,O
"
",O
address,O
:,O
hcai@mednet.ucla.edu,O
.,O
"

",O
DOI,O
:,O
10.1016,O
S22132600(20)30117X,O
"
",O
PMID,O
:,O
32171067,O
"


",O
5,O
.,O
Lancet,O
Respir,O
Med,O
.,O
2020,O
Mar,O
11,O
.,O
pii,O
:,O
S22132600(20)301144,O
.,O
doi,O
:,O
"
",O
10.1016,O
S22132600(20)301144,O
.,O
[,O
Epub,O
ahead,O
of,O
print,O
],O
"

",O
Adoption,O
of,O
COVID19,B-Disease_COVID-19
triage,O
strategies,O
for,O
lowincome,O
settings,O
.,O
"

",O
Ayebare,O
RR(1,O
),O
",",O
Flick,O
R(2,O
),O
",",O
Okware,O
S(3,O
),O
",",O
Bodo,O
B(4,O
),O
",",O
Lamorde,O
M(3,O
),O
.,O
"

",O
Author,O
information,O
:,O
"
",O
(1)Global,O
Health,O
Security,O
Department,O
",",O
Infectious,O
Disease,O
Institute,O
",",O
Makerere,O
"
",O
University,O
",",O
Kampala,O
22418,O
",",O
Uganda,O
.,O
Electronic,O
address,O
:,O
rayebare@idi.co.ug,O
.,O
"
",O
(2)Department,O
of,O
Internal,O
Medicine,O
",",O
Johns,O
Hopkins,O
Hospital,O
",",O
Baltimore,O
",",O
MD,O
",",O
USA,O
.,O
"
",O
(3)Global,O
Health,O
Security,O
Department,O
",",O
Infectious,O
Disease,O
Institute,O
",",O
Makerere,O
"
",O
University,O
",",O
Kampala,O
22418,O
",",O
Uganda,O
.,O
"
",O
(4)WHO,O
Uganda,O
Office,O
",",O
Kampala,O
",",O
Uganda,O
.,O
"

",O
DOI,O
:,O
10.1016,O
S22132600(20)301144,O
"
",O
PMID,O
:,O
32171063,O
"


",O
6,O
.,O
Lancet,O
Respir,O
Med,O
.,O
2020,O
Mar,O
11,O
.,O
pii,O
:,O
S22132600(20)301168,O
.,O
doi,O
:,O
"
",O
10.1016,O
S22132600(20)301168,O
.,O
[,O
Epub,O
ahead,O
of,O
print,O
],O
"

",O
Are,O
patients,O
with,O
hypertension,O
and,O
diabetes,O
mellitus,O
at,O
increased,O
risk,O
for,O
"
",O
COVID19,B-Disease_COVID-19
infection,O
?,O
"

",O
Fang,O
L(1,O
),O
",",O
Karakiulakis,O
G(2,O
),O
",",O
Roth,O
M(3,O
),O
.,O
"

",O
Author,O
information,O
:,O
"
",O
(1)Pulmonary,O
Cell,O
Research,O
and,O
Pneumology,O
",",O
Department,O
of,O
Biomedicine,O
and,O
Internal,O
"
",O
Medicine,O
",",O
University,O
Hospital,O
Basel,O
",",O
CH4031,O
Basel,O
",",O
Switzerland,O
.,O
"
",O
(2)Department,O
of,O
Pharmacology,O
",",O
School,O
of,O
Medicine,O
",",O
Aristotle,O
University,O
of,O
"
",O
Thessaloniki,O
",",O
Thessaloniki,O
",",O
Greece,O
.,O
"
",O
(3)Pulmonary,O
Cell,O
Research,O
and,O
Pneumology,O
",",O
Department,O
of,O
Biomedicine,O
and,O
Internal,O
"
",O
Medicine,O
",",O
University,O
Hospital,O
Basel,O
",",O
CH4031,O
Basel,O
",",O
Switzerland,O
.,O
Electronic,O
"
",O
address,O
:,O
michael.roth@usb.ch,O
.,O
"

",O
DOI,O
:,O
10.1016,O
S22132600(20)301168,O
"
",O
PMID,O
:,O
32171062,O
"


",O
7,O
.,O
Lancet,O
Infect,O
Dis,O
.,O
2020,O
Mar,O
11,O
.,O
pii,O
:,O
S14733099(20)301444,O
.,O
doi,O
:,O
"
",O
10.1016,O
S14733099(20)301444,O
.,O
[,O
Epub,O
ahead,O
of,O
print,O
],O
"

",O
Early,O
dynamics,O
of,O
transmission,O
and,O
control,O
of,O
COVID19,B-Disease_COVID-19
:,O
a,O
mathematical,O
modelling,O
"
",O
study,O
.,O
"

",O
Kucharski,O
AJ(1,O
),O
",",O
Russell,O
TW(2,O
),O
",",O
Diamond,O
C(2,O
),O
",",O
Liu,O
Y(2,O
),O
",",O
Edmunds,O
J(2,O
),O
",",O
Funk,O
S(2,O
),O
",",O
"
",O
Eggo,O
RM(2,O
),O
;,O
Centre,O
for,O
Mathematical,O
Modelling,O
of,O
Infectious,O
Diseases,O
COVID19,B-Disease_COVID-19
"
",O
working,O
group,O
.,O
"

",O
Collaborators,O
:,O
Sun,O
F,O
",",O
Jit,O
M,O
",",O
Munday,O
JD,O
",",O
Davies,O
N,O
",",O
Gimma,O
A,O
",",O
van,O
Zandvoort,O
K,O
",",O
Gibbs,O
"
",O
H,O
",",O
Hellewell,O
J,O
",",O
Jarvis,O
CI,O
",",O
Clifford,O
S,O
",",O
Quilty,O
BJ,O
",",O
Bosse,O
NI,O
",",O
Abbott,O
S,O
",",O
Klepac,O
P,O
",",O
"
",O
Flasche,O
S.,O
"

",O
Author,O
information,O
:,O
"
",O
(1)Centre,O
for,O
Mathematical,O
Modelling,O
of,O
Infectious,O
Diseases,O
",",O
London,O
School,O
of,O
"
",O
Hygiene,O
&,O
Tropical,O
Medicine,O
",",O
London,O
",",O
UK,O
.,O
Electronic,O
address,O
:,O
"
",O
adam.kucharski@lshtm.ac.uk,O
.,O
"
",O
(2)Centre,O
for,O
Mathematical,O
Modelling,O
of,O
Infectious,O
Diseases,O
",",O
London,O
School,O
of,O
"
",O
Hygiene,O
&,O
Tropical,O
Medicine,O
",",O
London,O
",",O
UK,O
.,O
"

",O
BACKGROUND,O
:,O
An,O
outbreak,O
of,O
severe,B-Virus_SARS-CoV-2
acute,I-Virus_SARS-CoV-2
respiratory,I-Virus_SARS-CoV-2
syndrome,I-Virus_SARS-CoV-2
coronavirus,I-Virus_SARS-CoV-2
2,I-Virus_SARS-CoV-2
"
",O
(,O
SARSCoV2,B-Virus_SARS-CoV-2
),O
has,O
led,O
to,O
95,O
â€ˆ,O
333,O
confirmed,O
cases,O
as,O
of,O
March,O
5,O
",",O
2020,O
.,O
Understanding,O
"
",O
the,O
early,O
transmission,O
dynamics,O
of,O
the,O
infection,O
and,O
evaluating,O
the,O
effectiveness,O
"
",O
of,O
control,O
measures,O
is,O
crucial,O
for,O
assessing,O
the,O
potential,O
for,O
sustained,O
"
",O
transmission,O
to,O
occur,O
in,O
new,O
areas,O
.,O
Combining,O
a,O
mathematical,O
model,O
of,O
severe,O
"
",O
SARSCoV2,B-Virus_SARS-CoV-2
transmission,O
with,O
four,O
datasets,O
from,O
within,O
and,O
outside,O
Wuhan,O
",",O
we,O
"
",O
estimated,O
how,O
transmission,O
in,O
Wuhan,O
varied,O
between,O
December,O
",",O
2019,O
",",O
and,O
February,O
",",O
"
",O
2020,O
.,O
We,O
used,O
these,O
estimates,O
to,O
assess,O
the,O
potential,O
for,O
sustained,O
"
",O
humantohuman,O
transmission,O
to,O
occur,O
in,O
locations,O
outside,O
Wuhan,O
if,O
cases,O
were,O
"
",O
introduced,O
.,O
"
",O
METHODS,O
:,O
We,O
combined,O
a,O
stochastic,O
transmission,O
model,O
with,O
data,O
on,O
cases,O
of,O
"
",O
coronavirus,B-Disease_COVID-19
disease,I-Disease_COVID-19
2019,I-Disease_COVID-19
(,O
COVID19,B-Disease_COVID-19
),O
in,O
Wuhan,O
and,O
international,O
cases,O
that,O
"
",O
originated,O
in,O
Wuhan,O
to,O
estimate,O
how,O
transmission,O
had,O
varied,O
over,O
time,O
during,O
"
",O
January,O
",",O
2020,O
",",O
and,O
February,O
",",O
2020,O
.,O
Based,O
on,O
these,O
estimates,O
",",O
we,O
then,O
calculated,O
"
",O
the,O
probability,O
that,O
newly,O
introduced,O
cases,O
might,O
generate,O
outbreaks,O
in,O
other,O
"
",O
areas,O
.,O
To,O
estimate,O
the,O
early,O
dynamics,O
of,O
transmission,O
in,O
Wuhan,O
",",O
we,O
fitted,O
a,O
"
",O
stochastic,O
transmission,O
dynamic,O
model,O
to,O
multiple,O
publicly,O
available,O
datasets,O
on,O
"
",O
cases,O
in,O
Wuhan,O
and,O
internationally,O
exported,O
cases,O
from,O
Wuhan,O
.,O
The,O
four,O
datasets,O
"
",O
we,O
fitted,O
to,O
were,O
:,O
daily,O
number,O
of,O
new,O
internationally,O
exported,O
cases,O
(,O
or,O
lack,O
"
",O
thereof,O
),O
",",O
by,O
date,O
of,O
onset,O
",",O
as,O
of,O
Jan,O
26,O
",",O
2020,O
;,O
daily,O
number,O
of,O
new,O
cases,O
in,O
"
",O
Wuhan,O
with,O
no,O
market,O
exposure,O
",",O
by,O
date,O
of,O
onset,O
",",O
between,O
Dec,O
1,O
",",O
2019,O
",",O
and,O
Jan,O
1,O
",",O
"
",O
2020,O
;,O
daily,O
number,O
of,O
new,O
cases,O
in,O
China,O
",",O
by,O
date,O
of,O
onset,O
",",O
between,O
Dec,O
29,O
",",O
2019,O
",",O
"
",O
and,O
Jan,O
23,O
",",O
2020,O
;,O
and,O
proportion,O
of,O
infected,O
passengers,O
on,O
evacuation,O
flights,O
"
",O
between,O
Jan,O
29,O
",",O
2020,O
",",O
and,O
Feb,O
4,O
",",O
2020,O
.,O
We,O
used,O
an,O
additional,O
two,O
datasets,O
for,O
"
",O
comparison,O
with,O
model,O
outputs,O
:,O
daily,O
number,O
of,O
new,O
exported,O
cases,O
from,O
Wuhan,O
(,O
or,O
"
",O
lack,O
thereof,O
),O
in,O
countries,O
with,O
high,O
connectivity,O
to,O
Wuhan,O
(,O
ie,O
",",O
top,O
20,O
most,O
"
",O
atrisk,O
countries,O
),O
",",O
by,O
date,O
of,O
confirmation,O
",",O
as,O
of,O
Feb,O
10,O
",",O
2020,O
;,O
and,O
data,O
on,O
new,O
"
",O
confirmed,O
cases,O
reported,O
in,O
Wuhan,O
between,O
Jan,O
16,O
",",O
2020,O
",",O
and,O
Feb,O
11,O
",",O
2020,O
.,O
"
",O
FINDINGS,O
:,O
We,O
estimated,O
that,O
the,O
median,O
daily,O
reproduction,O
number,O
(,O
Rt,O
),O
in,O
Wuhan,O
"
",O
declined,O
from,O
2Â·35,O
(,O
95,O
%,O
CI,O
1Â·154Â·77,O
),O
1,O
week,O
before,O
travel,O
restrictions,O
were,O
"
",O
introduced,O
on,O
Jan,O
23,O
",",O
2020,O
",",O
to,O
1Â·05,O
(,O
0Â·412Â·39,O
),O
1,O
week,O
after,O
.,O
Based,O
on,O
our,O
"
",O
estimates,O
of,O
Rt,O
",",O
assuming,O
SARSlike,O
variation,O
",",O
we,O
calculated,O
that,O
in,O
locations,O
"
",O
with,O
similar,O
transmission,O
potential,O
to,O
Wuhan,O
in,O
early,O
January,O
",",O
once,O
there,O
are,O
at,O
"
",O
least,O
four,O
independently,O
introduced,O
cases,O
",",O
there,O
is,O
a,O
more,O
than,O
50,O
%,O
chance,O
the,O
"
",O
infection,O
will,O
establish,O
within,O
that,O
population,O
.,O
"
",O
INTERPRETATION,O
:,O
Our,O
results,O
show,O
that,O
COVID19,B-Disease_COVID-19
transmission,O
probably,O
declined,O
in,O
"
",O
Wuhan,O
during,O
late,O
January,O
",",O
2020,O
",",O
coinciding,O
with,O
the,O
introduction,O
of,O
travel,O
"
",O
control,O
measures,O
.,O
As,O
more,O
cases,O
arrive,O
in,O
international,O
locations,O
with,O
similar,O
"
",O
transmission,O
potential,O
to,O
Wuhan,O
before,O
these,O
control,O
measures,O
",",O
it,O
is,O
likely,O
many,O
"
",O
chains,O
of,O
transmission,O
will,O
fail,O
to,O
establish,O
initially,O
",",O
but,O
might,O
lead,O
to,O
new,O
"
",O
outbreaks,O
eventually,O
.,O
"
",O
FUNDING,O
:,O
Wellcome,O
Trust,O
",",O
Health,O
Data,O
Research,O
UK,O
",",O
Bill,O
&,O
Melinda,O
Gates,O
"
",O
Foundation,O
",",O
and,O
National,O
Institute,O
for,O
Health,O
Research,O
.,O
"

",O
Copyright,O
Â©,O
2020,O
The,O
Author(s,O
),O
.,O
Published,O
by,O
Elsevier,O
Ltd.,O
This,O
is,O
an,O
Open,O
Access,O
"
",O
article,O
under,O
the,O
CC,O
BY,O
4,O
license,O
.,O
Published,O
by,O
Elsevier,O
Ltd,O
..,O
All,O
rights,O
"
",O
reserved,O
.,O
"

",O
DOI,O
:,O
10.1016,O
S14733099(20)301444,O
"
",O
PMID,O
:,O
32171059,O
"


",O
8,O
.,O
Lancet,O
Gastroenterol,O
Hepatol,O
.,O
2020,O
Mar,O
11,O
.,O
pii,O
:,O
S24681253(20)300765,O
.,O
doi,O
:,O
"
",O
10.1016,O
S24681253(20)300765,O
.,O
[,O
Epub,O
ahead,O
of,O
print,O
],O
"

",O
Implications,O
of,O
COVID19,B-Disease_COVID-19
for,O
patients,O
with,O
preexisting,O
digestive,O
diseases,O
.,O
"

",O
Mao,O
R(1,O
),O
",",O
Liang,O
J(2,O
),O
",",O
Shen,O
J(3,O
),O
",",O
Ghosh,O
S(4,O
),O
",",O
Zhu,O
LR(5,O
),O
",",O
Yang,O
H(6,O
),O
",",O
Wu,O
KC(2,O
),O
",",O
Chen,O
"
",O
MH(7,O
),O
;,O
Chinese,O
Society,O
of,O
IBD,O
",",O
Chinese,O
Elite,O
IBD,O
Union,O
;,O
Chinese,O
IBD,O
Quality,O
Care,O
"
",O
Evaluation,O
Center,O
Committee,O
.,O
"

",O
Author,O
information,O
:,O
"
",O
(1)Department,O
of,O
Gastroenterology,O
",",O
The,O
First,O
Affiliated,O
Hospital,O
of,O
Sun,O
Yatsen,O
"
",O
University,O
",",O
Guangzhou,O
510080,O
",",O
China,O
.,O
"
",O
(2)State,O
Key,O
Laboratory,O
of,O
Cancer,O
Biology,O
",",O
National,O
Clinical,O
Research,O
Center,O
for,O
"
",O
Digestive,O
Diseases,O
and,O
Xijing,O
Hospital,O
of,O
Digestive,O
Diseases,O
",",O
Air,O
Force,O
Medical,O
"
",O
University,O
",",O
Xi'an,O
",",O
China,O
.,O
"
",O
(3)Division,O
of,O
Gastroenterology,O
and,O
Hepatology,O
",",O
Ren,O
Ji,O
Hospital,O
",",O
School,O
of,O
"
",O
Medicine,O
",",O
Shanghai,O
Jiao,O
Tong,O
University,O
",",O
Shanghai,O
Institute,O
of,O
Digestive,O
Disease,O
",",O
"
",O
Shanghai,O
Inflammatory,O
Bowel,O
Disease,O
Research,O
Center,O
",",O
Shanghai,O
",",O
China,O
.,O
"
",O
(4)NIHR,O
Biomedical,O
Research,O
Institute,O
",",O
Institute,O
Of,O
Translational,O
Medicine,O
",",O
"
",O
University,O
of,O
Birmingham,O
and,O
University,O
Hospitals,O
Birmingham,O
NHS,O
Foundation,O
"
",O
Trust,O
",",O
UK,O
.,O
"
",O
(5)Division,O
of,O
Gastroenterology,O
",",O
Union,O
Hospital,O
",",O
Tongji,O
Medical,O
College,O
",",O
Huazhong,O
"
",O
University,O
of,O
Science,O
and,O
Technology,O
",",O
Wuhan,O
",",O
China,O
.,O
"
",O
(6)Department,O
of,O
Gastroenterology,O
",",O
